2024-05-23 18:17:35,492 INFO    StreamThr :69264 [internal.py:wandb_internal():86] W&B internal server running at pid: 69264, started at: 2024-05-23 18:17:35.492556
2024-05-23 18:17:35,493 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: status
2024-05-23 18:17:35,497 INFO    WriterThread:69264 [datastore.py:open_for_write():87] open: /Users/matteo/Documents/MSc/Period5/DL2/Project/Confidently_Exiting/src/wandb/run-20240523_181735-brc8bkgb/run-brc8bkgb.wandb
2024-05-23 18:17:35,498 DEBUG   SenderThread:69264 [sender.py:send():379] send: header
2024-05-23 18:17:35,514 DEBUG   SenderThread:69264 [sender.py:send():379] send: run
2024-05-23 18:17:35,988 INFO    SenderThread:69264 [dir_watcher.py:__init__():211] watching files in: /Users/matteo/Documents/MSc/Period5/DL2/Project/Confidently_Exiting/src/wandb/run-20240523_181735-brc8bkgb/files
2024-05-23 18:17:35,988 INFO    SenderThread:69264 [sender.py:_start_run_threads():1124] run started: brc8bkgb with start time 1716481055.492762
2024-05-23 18:17:35,997 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: check_version
2024-05-23 18:17:35,997 DEBUG   SenderThread:69264 [sender.py:send_request():406] send_request: check_version
2024-05-23 18:17:36,064 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: run_start
2024-05-23 18:17:36,069 DEBUG   HandlerThread:69264 [system_info.py:__init__():26] System info init
2024-05-23 18:17:36,069 DEBUG   HandlerThread:69264 [system_info.py:__init__():41] System info init done
2024-05-23 18:17:36,069 INFO    HandlerThread:69264 [system_monitor.py:start():194] Starting system monitor
2024-05-23 18:17:36,069 INFO    SystemMonitor:69264 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-23 18:17:36,069 INFO    HandlerThread:69264 [system_monitor.py:probe():214] Collecting system info
2024-05-23 18:17:36,070 DEBUG   HandlerThread:69264 [system_info.py:probe():150] Probing system
2024-05-23 18:17:36,070 INFO    SystemMonitor:69264 [interfaces.py:start():190] Started cpu monitoring
2024-05-23 18:17:36,070 INFO    SystemMonitor:69264 [interfaces.py:start():190] Started disk monitoring
2024-05-23 18:17:36,072 INFO    SystemMonitor:69264 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-23 18:17:36,074 INFO    SystemMonitor:69264 [interfaces.py:start():190] Started memory monitoring
2024-05-23 18:17:36,074 INFO    SystemMonitor:69264 [interfaces.py:start():190] Started network monitoring
2024-05-23 18:17:36,077 DEBUG   HandlerThread:69264 [system_info.py:_probe_git():135] Probing git
2024-05-23 18:17:36,098 DEBUG   HandlerThread:69264 [system_info.py:_probe_git():143] Probing git done
2024-05-23 18:17:36,098 DEBUG   HandlerThread:69264 [system_info.py:probe():198] Probing system done
2024-05-23 18:17:36,098 DEBUG   HandlerThread:69264 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.10.12', 'heartbeatAt': '2024-05-23T16:17:36.070474', 'startedAt': '2024-05-23T16:17:35.486563', 'docker': None, 'cuda': None, 'args': ('--model_name_or_path', 'google-t5/t5-large', '--do_eval', '--dataset_name', 'squad', '--context_column', 'context', '--question_column', 'question', '--answer_column', 'answers', '--output_dir', './save/squad_t5-base/', '--per_device_eval_batch_size', '1', '--deploy_scenario', 'True', '--use_synchronize', 'False', '--overwrite_output_dir', '--predict_with_generate', '--max_seq_length', '512', '--use_early_exit', 'True', '--exit_conf_type', 'JSD_contrastive_confidence', '--exit_conf_threshold', '0.9', '--exit_min_layer', '1', '--include_inputs_for_metrics', 'True', '--max_eval_samples', '100', '--use_auth_token', 'True', '--type_vocab_reduct', 'decaying'), 'state': 'running', 'program': '-m run_question_answering', 'codePathLocal': None, 'git': {'remote': 'https://github.com/joanvelja/Confidently_Exiting.git', 'commit': '4e7ce21942da8fdb283800c7632e24a577000f59'}, 'email': 'matteo.nulli@gmail.com', 'root': '/Users/matteo/Documents/MSc/Period5/DL2/Project/Confidently_Exiting', 'host': 'sp-byods-145-109-14-79.wireless.uva.nl', 'username': 'matteo', 'executable': '/Users/matteo/anaconda3/envs/dl2/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 420.5934028625488}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2024-05-23 18:17:36,098 INFO    HandlerThread:69264 [system_monitor.py:probe():224] Finished collecting system info
2024-05-23 18:17:36,098 INFO    HandlerThread:69264 [system_monitor.py:probe():227] Publishing system info
2024-05-23 18:17:36,098 DEBUG   HandlerThread:69264 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-23 18:17:36,994 INFO    Thread-12 :69264 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/matteo/Documents/MSc/Period5/DL2/Project/Confidently_Exiting/src/wandb/run-20240523_181735-brc8bkgb/files/conda-environment.yaml
2024-05-23 18:17:37,696 DEBUG   HandlerThread:69264 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-23 18:17:37,696 INFO    HandlerThread:69264 [system_monitor.py:probe():229] Finished publishing system info
2024-05-23 18:17:37,699 DEBUG   SenderThread:69264 [sender.py:send():379] send: files
2024-05-23 18:17:37,699 INFO    SenderThread:69264 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-23 18:17:37,757 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: python_packages
2024-05-23 18:17:37,757 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: stop_status
2024-05-23 18:17:37,757 DEBUG   HandlerThread:69264 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-23 18:17:37,757 DEBUG   SenderThread:69264 [sender.py:send_request():406] send_request: python_packages
2024-05-23 18:17:37,758 DEBUG   SenderThread:69264 [sender.py:send_request():406] send_request: stop_status
2024-05-23 18:17:37,999 INFO    Thread-12 :69264 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/matteo/Documents/MSc/Period5/DL2/Project/Confidently_Exiting/src/wandb/run-20240523_181735-brc8bkgb/files/conda-environment.yaml
